ÜRÜN NO;DIÞ ÇAP;YÜKSEKLÝK
15030;71,5120;5,8260
15031;71,4020;5,8340
15032;71,4680;5,9320
15033;71,4460;5,7980
15034;71,4470;5,8300
15035;71,3650;5,8160
15036;71,4280;5,8060
15037;71,5430;5,8250
15038;71,5320;5,8870
15039;71,4020;5,8410
15040;71,4000;5,8260
15041;71,4660;5,8350
15042;71,4810;5,8300
15043;71,3560;5,8190
15044;71,5650;5,8150
15045;71,4340;5,8100
15046;71,4740;5,7970
15047;71,4520;5,8240
15048;71,4670;5,8370
15049;71,6140;5,8330
15050;71,4150;5,8460
15051;71,3950;5,8270
15052;71,3960;5,8120
15053;71,5210;5,8540
15054;71,4570;5,8310
15055;71,4300;5,8950
15056;71,5390;5,8040
15057;71,4500;5,8480
15058;71,4440;5,8380
15059;71,4660;5,8180
15060;71,5270;5,8220
15061;71,5630;5,8350
15062;71,4560;5,9380
15063;71,5040;5,8050
15064;71,3830;5,8240
15065;71,3740;5,8590
15066;71,5160;5,8530
15067;71,5230;5,8120
15068;71,5200;5,8200
15069;71,4420;5,8320
15070;71,3670;5,8100
15071;71,3570;5,8730
15072;71,4430;5,8030
15073;71,4650;5,8040
15074;71,4080;5,8220
15075;71,5720;5,7990
15076;71,5110;5,8460
15077;71,4790;5,7950
15078;71,4890;5,8180
15079;71,5470;5,8650
15080;71,4890;5,8380
15081;71,4880;5,8270
15082;71,4390;5,8030
15083;71,4470;5,8050
15084;71,4900;5,7930
15085;71,5250;5,7970
15086;71,5100;5,8390
15087;71,4590;5,8210
15088;71,4590;5,7910
15089;71,5490;5,8080
15090;71,3880;5,7820
15091;71,5020;5,8550
15092;71,4070;5,8270
15093;71,4810;5,8070
15094;71,5170;5,8350
15095;71,4730;5,8200
15096;71,3870;5,8210
15097;71,5750;5,8260
15098;71,5330;5,7110
15099;71,4160;5,8230
15100;71,5880;5,8650
15101;71,4480;5,8290
15102;71,5610;5,8260
15103;71,3930;5,8470
15104;71,4960;5,7810
15105;71,4020;5,8340
15106;71,3870;5,8060
15107;71,4960;5,8180
15108;71,4420;5,8170
15109;71,5560;5,8380
15110;71,4850;5,8560
15111;71,4890;5,8340
15112;71,4850;5,8310
15113;71,5420;5,8040
15114;71,5600;5,7850
15115;71,5160;5,8060
15116;71,6440;5,8560
15117;71,5390;5,8740
15118;71,3850;5,8310
15119;71,4780;5,8030
15120;71,5270;5,8320
15121;71,3920;5,7930
15122;71,5040;5,8140
15123;71,5080;5,8200
15124;71,4310;5,8510
15125;71,5400;5,8220
15126;71,4330;5,8510
15127;71,4990;5,8620
15128;71,4300;5,8160
15129;71,4080;5,7920
15130;71,3860;5,8210
15131;71,4820;5,8230
15132;71,5380;5,8320
15133;71,4770;5,7790
15134;71,5250;5,8940
15135;71,4070;5,9000
15136;71,4550;5,8120
15137;71,5240;5,8750
15138;71,4910;5,8220
15139;71,4520;5,8280
15140;71,4290;5,8130
15141;71,4420;5,8220
15142;71,4980;5,7820
15143;71,4050;5,8290
15144;71,6300;5,8070
15145;71,4380;5,8360
15146;71,5340;5,8210
15147;71,4780;5,8290
15148;71,4820;5,8360
15149;71,4620;5,8110
15150;71,5280;5,8600
15151;71,3600;5,8490
15152;71,5420;5,8180
15153;71,4570;5,8090
15154;71,4600;5,7990
15155;71,5140;5,8540
15156;71,5470;5,8130
15157;71,4400;5,8540
15158;71,4690;5,8030
15159;71,4540;5,8310
15160;71,5560;5,8220
15161;71,3820;5,8490
15162;71,4480;5,8190
15163;71,5140;5,9680
15164;71,5150;5,7880
15165;71,4720;5,8160
15166;71,5170;5,8720
15167;71,4950;5,8130
15168;71,5200;5,8010
15169;71,5390;5,8170
15170;71,6690;5,8970
15171;71,4860;5,8280
15172;71,4500;5,8420
15173;71,3480;5,7990
15174;71,4130;5,8270
15175;71,5560;5,8110
15176;71,4910;5,8050
15177;71,5020;5,7880
15178;71,4310;5,7930
15179;71,5420;5,8550
15180;71,5200;5,8280
15181;71,4260;5,8220
15182;71,4360;5,8130
15183;71,4800;5,8120
15184;71,5280;5,8130
15185;71,4770;5,7800
15186;71,4370;5,8060
15187;71,3440;5,9700
15188;71,4490;5,8040
15189;71,4480;5,8210
15190;71,4960;5,8280
15191;71,5760;5,8170
15192;71,4140;5,8180
15193;71,4550;5,7870
15194;71,5420;5,8180
15195;71,3800;5,8180
15196;71,4730;5,8040
15197;71,5300;5,8320
15198;71,5080;5,8120
15199;71,6940;5,9250
15200;71,4760;5,8180
15201;71,5190;5,8280
15202;71,5020;5,8110
15203;71,4780;5,8250
15204;71,3130;5,9410
15205;71,4990;5,8060
15206;71,4550;5,8140
15207;71,4690;5,8080
15208;71,4230;5,8710
15209;71,5310;5,8550
15210;71,5310;5,8000
15211;71,4200;5,8230
15212;71,4360;5,8120
15213;71,5550;5,8360
15214;71,4550;5,8310
15215;71,4620;5,7940
15216;71,5180;5,8500
15217;71,4360;5,8010
15218;71,4480;5,8470
15219;71,4850;5,8440
15220;71,4100;5,7970
15221;71,4200;5,8420
15222;71,5440;5,8150
15223;71,4980;5,8160
15224;71,6410;5,8100
15225;71,3910;5,8730
15226;71,4620;5,8120
15227;71,4990;5,7940
15228;71,4190;5,8700
15229;71,5150;5,8110
15230;71,3790;5,8270
15231;71,4270;5,8250
15232;71,4300;5,8150
15233;71,3850;5,8340
15234;71,5650;5,8290
15235;71,4520;5,8330
15236;71,4340;5,8260
15237;71,4070;5,8160
15238;71,3820;5,8860
15239;71,5670;5,7780
15240;71,5160;5,8030
15241;71,4800;5,8170
15242;71,4350;5,8590
15243;71,5140;5,8630
15244;71,4070;5,8070
15245;71,5090;5,8040
15246;71,4970;5,8010
15247;71,4560;5,7880
15248;71,4810;5,8090
15249;71,4840;5,8110
15250;71,5160;5,8510
15251;71,4990;5,8290
15252;71,4880;5,8400
15253;71,4300;5,8410
15254;71,5580;5,8130
15255;71,5100;5,8510
15256;71,4740;5,7990
15257;71,4050;5,8600
15258;71,4900;5,8620
15259;71,5330;5,8480
15260;71,3900;5,8680
15261;71,4730;5,8150
15262;71,4940;5,8310
15263;71,4050;5,8390
15264;71,4530;5,7700
15265;71,3720;5,8450
15266;71,4960;5,8040
15267;71,4390;5,8120
15268;71,5810;5,8350
15269;71,4780;5,8070
15270;71,4850;5,9300
15271;71,4750;5,7940
15272;71,5070;5,8130
15273;71,4950;5,8090
15274;71,5380;5,8010
15275;71,5110;5,8150
15276;71,4870;5,8090
15277;71,4730;5,8170
15278;71,4950;5,8260
15279;71,4510;5,7960
15280;71,4000;5,8320
15281;71,3690;5,8510
15282;71,5540;5,7780
15283;71,5970;5,8360
15284;71,4830;5,8380
15285;71,3900;5,9600
15286;71,4480;5,8330
15287;71,6440;5,8340
15288;71,4380;5,8130
15289;71,4030;5,8620
15290;71,4600;5,8170
15291;71,4600;5,7940
15292;71,4580;5,8680
15293;71,5630;5,8640
15294;71,4120;5,7780
15295;71,3850;5,8090
15296;71,4580;5,8390
15297;71,5350;5,8390
15298;71,4900;5,8620
15299;71,5610;5,8140
15300;71,4280;5,8010
15301;71,4970;5,8760
15302;71,5290;5,8620
15303;71,4690;5,8170
15304;71,5200;5,7890
15305;71,6470;5,6200
15306;71,4220;5,8210
15307;71,4370;5,8080
15308;71,4270;5,7960
15309;71,5610;5,7820
15310;71,4000;5,8400
15311;71,6620;5,8450
15312;71,4890;5,8130
15313;71,4890;5,8200
15314;71,5150;5,7820
15315;71,5910;5,7880
15316;71,5220;5,8210
15317;71,5580;5,8120
15318;71,4690;5,8450
15319;71,3720;5,8360
15320;71,5100;5,8210
15321;71,4360;5,8920
15322;71,5370;5,8120
15323;71,4240;5,8320
15324;71,4260;5,8100
15325;71,3790;5,8030
15326;71,4980;5,8550
15327;71,4500;5,8200
15328;71,4580;5,8230
15329;71,4910;5,8240
15330;71,5300;5,8280
15331;71,5900;5,7690
15332;71,5450;5,7940
15333;71,4550;5,8650
15334;71,4100;5,7980
15335;71,4900;5,8420
15336;71,4960;5,8390
15337;71,5200;5,7790
15338;71,5000;5,8040
15339;71,4380;5,8260
15340;71,4810;5,8300
15341;71,4720;5,8710
15342;71,5960;5,8080
15343;71,5260;5,8030
15344;71,5320;5,8270
15345;71,6420;5,8260
15346;71,5060;5,7940
15347;71,5020;5,8070
15348;71,3850;5,8700
15349;71,4850;5,8590
15350;71,5440;5,8080
15351;71,4740;5,7930
15352;71,5470;5,8770
15353;71,5010;5,8160
15354;71,4880;5,9140
15355;71,4110;5,7910
15356;71,5140;5,8410
15357;71,4740;5,8740
15358;71,4410;5,8240
15359;71,3980;5,8260
15360;71,3980;5,9870
15361;71,4020;5,8190
15362;71,5880;5,8240
15363;71,4950;5,7860
15364;71,3630;5,8130
15365;71,5090;5,8820
15366;71,4180;5,8750
15367;71,5860;5,7830
15368;71,4980;5,8060
15369;71,5840;5,8100
15370;71,4910;5,8340
15371;71,5420;5,9740
15372;71,5190;5,8100
15373;71,4240;5,7860
15374;71,4950;5,8320
15375;71,4330;5,7880
15376;71,4410;5,8310
15377;71,5020;5,8340
15378;71,4940;5,8030
15379;71,4560;5,7860
15380;71,5130;5,7970
15381;71,5330;5,8220
15382;71,4750;5,8030
15383;71,4640;5,8230
15384;71,5280;5,8200
15385;71,6130;5,8040
15386;71,4360;5,8250
15387;71,5220;5,8130
15388;71,4230;5,7990
15389;71,3410;5,8010
15390;71,4140;5,8470
15391;71,4020;5,8050
15392;71,5530;5,8240
15393;71,4620;5,8070
15394;71,4430;5,8050
15395;71,5190;5,8130
15396;71,4860;5,7800
15397;71,4060;5,8320
15398;71,4610;5,8070
15399;71,4620;5,8060
15400;71,5200;5,8060
15401;71,5230;5,7780
15402;71,5020;5,8240
15403;71,4240;5,7880
15404;71,4980;5,9190
15405;71,5810;5,8200
15406;71,5860;5,7890
15407;71,5100;5,8150
15408;71,3550;5,8200
15409;71,5000;5,7900
15410;71,4100;5,8300
15411;71,4540;5,8150
15412;71,5390;5,8280
15413;71,5040;5,8020
15414;71,4570;5,8160
15415;71,4870;5,7890
15416;71,5300;5,8150
15417;71,4710;5,7240
15418;71,4600;5,8110
15419;71,3960;5,8650
15420;71,5410;5,8020
15421;71,5280;5,8090
15422;71,4460;5,7950
15423;71,5040;5,8740
15424;71,6040;5,8340
15425;71,3770;5,7970
15426;71,5110;5,8890
15427;71,4600;5,8190
15428;71,5400;5,8580
15429;71,4770;5,8180
15430;71,4520;5,8300
15431;71,4180;5,8170
15432;71,4430;5,8040
15433;71,4370;5,8260
15434;71,3930;5,8490
15435;71,4390;5,8350
15436;71,5070;5,8290
15437;71,4630;5,8140
15438;71,4080;5,8390
15439;71,4070;5,8200
15440;71,5950;5,8260
15441;71,3870;5,8120
15442;71,4380;5,7980
15443;71,5060;5,7890
15444;71,4100;5,7760
15445;71,5150;5,8490
15446;71,5450;5,8470
15447;71,4390;5,8100
15448;71,4340;5,8080
15449;71,4530;5,8240
15450;71,5070;5,8700
15451;71,4040;5,8250
15452;71,3630;5,8060
15453;71,4890;5,7960
15454;71,4070;5,8280
15455;71,4480;5,8570
15456;71,4880;5,8350
15457;71,3930;5,7800
15458;71,5050;5,8410
15459;71,5310;5,7920
15460;71,4090;5,7870
15461;71,5200;5,7960
15462;71,5200;5,7890
15463;71,6680;5,7980
15464;71,5200;5,8180
15465;71,4420;5,8200
15466;71,5470;5,8550
15467;71,5170;5,8440
15468;71,4690;5,8210
15469;71,5020;5,8250
15470;71,4970;5,8180
15471;71,3690;5,8390
15472;71,3790;5,8200
15473;71,4600;5,8430
15474;71,5140;5,8310
15475;71,4720;5,8200
15476;71,5540;5,8080
15477;71,5520;5,8130
15478;71,3190;5,8630
15479;71,4500;5,7980
15480;71,3950;5,8220
15481;71,4040;5,8010
15482;71,3890;5,8190
15483;71,5330;5,8340
15484;71,4570;5,7940
15485;71,5050;5,8290
15486;71,4890;5,8010
15487;71,4830;5,8540
15488;71,3680;5,8340
15489;71,5210;5,8980
15490;71,5030;5,8200
15491;71,5510;5,9020
15492;71,5750;5,8120
15493;71,5390;5,8010
15494;71,4530;5,7930
15495;71,5460;5,8690
15496;71,5950;5,8610
15497;71,4900;5,8610
15498;71,4680;5,9550
15499;71,4210;5,9490
15500;71,4660;5,8150
15501;71,4290;5,8260
15502;71,5340;5,8240
15503;71,5200;5,8190
15504;71,4980;5,8300
15505;71,4070;5,8020
15506;71,4640;5,7870
15507;71,4910;5,8320
15508;71,9150;5,8090
15509;71,3860;5,8710
15510;71,4800;5,8130
15511;71,4240;5,8040
15512;71,4790;5,8220
15513;71,4790;5,8360
15514;71,5000;5,8470
15515;71,4730;5,8330
15516;71,5730;5,7760
15517;71,4530;5,8230
15518;71,5130;5,8360
15519;71,5280;5,8410
15520;71,5190;5,8200
15521;71,5600;5,8170
15522;71,3630;5,8150
15523;71,5150;5,8270
15524;71,5500;5,8300
15525;71,3910;5,8180
15526;71,4930;5,8130
15527;71,4560;5,8190
15528;71,5140;5,8330
15529;71,4850;5,8260
15530;71,4340;5,7880
15531;71,4560;5,8770
15532;71,4660;5,8630
15533;71,6000;5,8900
15534;71,5380;5,8270
15535;71,3780;5,8020
15536;71,5060;5,8080
15537;71,4570;5,8360
15538;71,5500;5,8360
15539;71,4770;5,8180
15540;71,4660;5,8090
15541;71,4270;5,8160
15542;71,3360;5,9530
15543;71,4090;5,7810
15544;71,5130;5,8300
15545;71,4700;5,8510
15546;71,4240;5,8170
15547;71,5690;5,8240
15548;71,4920;5,7800
15549;71,5190;5,8200
15550;71,4410;5,8220
15551;71,5200;5,7450
15552;71,4170;5,7760
15553;71,5410;5,8020
15554;71,4660;5,8250
15555;71,4720;5,8180
15556;71,4760;5,8300
15557;71,5110;5,8070
15558;71,4620;5,8630
15559;71,5330;5,8190
15560;71,5770;5,8430
15561;71,4410;5,7930
15562;71,4090;5,7960
15563;71,5340;5,8470
15564;71,3470;5,8420
15565;71,3830;5,7970
15566;71,4430;5,9190
15567;71,4350;5,8070
15568;71,5110;5,8330
15569;71,3950;5,8040
15570;71,4770;5,8480
15571;71,4730;5,7930
15572;71,4280;5,8240
15573;71,5560;5,7860
15574;71,4870;5,8050
15575;71,4690;5,8450
15576;71,4260;5,8210
15577;71,5020;5,8200
15578;71,4600;5,8170
15579;71,4700;5,8170
15580;71,5200;5,8520
15581;71,5050;5,8110
15582;71,2900;5,8550
15583;71,4390;5,8330
15584;71,4320;5,7990
15585;71,5010;5,8270
15586;71,4630;5,8030
15587;71,4030;5,8010
15588;71,4790;5,8060
15589;71,5320;5,8500
15590;71,5210;5,8130
15591;71,4630;5,8650
15592;71,4010;5,8480
15593;71,4950;5,8220
15594;71,5520;5,8040
15595;71,5060;5,8100
15596;71,4160;5,8240
15597;71,4610;5,8240
15598;71,4550;5,8240
15599;71,5030;5,8170
15600;71,4480;5,8020
15601;71,4250;5,8180
15602;71,5120;5,8240
15603;71,5770;5,9600
15604;71,3870;5,8660
15605;71,5570;5,7970
15606;71,5400;5,8030
15607;71,5810;5,8190
15608;71,4770;5,8630
15609;71,5220;5,8400
15610;71,4890;5,8450
15611;71,5440;5,8420
15612;71,4640;5,7760
15613;71,4200;5,8210
15614;71,4470;5,8000
15615;71,3880;5,8550
15616;71,5640;5,8400
15617;71,5130;5,8190
15618;71,5730;5,8120
15619;71,5350;5,8100
15620;71,5060;5,8290
15621;71,5100;5,8050
15622;71,4200;5,8550
15623;71,5370;5,8260
15624;71,4490;5,7840
15625;71,4940;5,8270
15626;71,5500;5,8240
15627;71,5680;5,8400
15628;71,4330;5,8330
15629;71,4840;5,8070
15630;71,4800;5,7960
15631;71,4860;5,8400
15632;71,4860;5,7980
15633;71,5480;5,8350
15634;71,5240;5,8350
15635;71,4830;5,8200
15636;71,5150;5,8130
15637;71,4330;5,8290
15638;71,4000;5,7980
15639;71,5300;5,7750
15640;71,5140;5,7990
15641;71,5240;5,8220
15642;71,4870;5,8230
15643;71,4000;5,8470
15644;71,4690;5,8360
15645;71,4130;5,8270
15646;71,4100;5,8620
15647;71,4530;5,8510
15648;71,4430;5,8150
15649;71,5420;5,7940
15650;71,4530;5,8160
15651;71,4650;5,8340
15652;71,4030;5,8170
15653;71,5190;5,8270
15654;71,4320;5,8150
15655;71,6090;5,7970
15656;71,4640;5,8330
15657;71,4180;5,7210
15658;71,4880;5,8310
15659;71,3670;5,7990
15660;71,5170;5,8120
15661;71,4930;5,8040
15662;71,4970;5,8200
15663;71,5120;5,8470
15664;71,4730;5,8210
15665;71,5000;5,8180
15666;71,5200;5,8140
15667;71,5220;5,8400
15668;71,5390;5,7980
15669;71,5850;5,8510
15670;71,5330;5,8520
15671;71,5130;5,8580
15672;71,4070;5,8470
15673;71,3120;5,9300
15674;71,4730;5,8420
15675;71,5080;5,7910
15676;71,4580;5,8430
15677;71,4430;5,8740
15678;71,5420;5,7140
15679;71,5880;5,8520
15680;71,4730;5,7930
15681;71,4560;5,8160
15682;71,4750;5,8160
15683;71,4260;5,8110
15684;71,4650;5,8240
15685;71,5040;5,7860
15686;71,5580;5,7840
15687;71,5460;5,8270
15688;71,5240;5,8020
15689;71,4820;5,7980
15690;71,4770;5,8070
15691;71,3550;5,8900
15692;71,4350;5,7980
15693;71,5780;5,8080
15694;71,3630;5,8300
15695;71,3850;5,8310
15696;71,5240;5,8500
15697;71,5660;5,8120
15698;71,4370;5,8480
15699;71,6210;5,8470
15700;71,4980;5,8240
15701;71,4160;5,8170
15702;71,4970;5,8090
15703;71,4880;5,8510
15704;71,4680;5,7710
15705;71,5060;5,8260
15706;71,4730;5,7990
15707;71,4490;5,8130
15708;71,5490;5,7890
15709;71,4300;5,8220
15710;71,5130;5,8900
15711;71,4870;5,8330
15712;71,5660;5,8240
15713;71,5280;5,8810
15714;71,5190;5,8070
15715;71,5000;5,8460
15716;71,5580;5,9170
15717;71,4830;5,8600
15718;71,4700;5,8120
15719;71,4760;5,7910
15720;71,4350;5,8310
15721;71,4930;5,8130
15722;71,5010;5,8450
15723;71,4570;5,7920
15724;71,5170;5,8300
15725;71,4610;5,8620
15726;71,4610;5,8070
15727;71,4570;5,7920
15728;71,4440;5,8200
15729;71,5270;5,8470
15730;71,5110;5,8470
15731;71,4740;5,8160
15732;71,5250;5,9120
15733;71,5000;5,8440
15734;71,4080;5,8100
15735;71,4000;5,9250
15736;71,3620;5,8330
15737;71,4740;5,8100
15738;71,5730;5,8060
15739;71,5690;5,8110
15740;71,4910;5,7670
15741;71,4910;5,8230
15742;71,4870;5,8080
15743;71,5780;5,8200
15744;71,4980;5,8310
15745;71,5110;5,8250
15746;71,3960;5,8110
15747;71,5090;5,8310
15748;71,4840;5,7970
15749;71,4240;5,8560
15750;71,5160;5,8180
15751;71,5590;5,8120
15752;71,4550;5,7880
15753;71,4790;5,8560
15754;71,3320;5,8260
15755;71,4090;5,8140
15756;71,5720;5,7910
15757;71,5340;5,8150
15758;71,4040;5,8290
15759;71,4660;5,8300
15760;71,5250;5,7200
15761;71,4530;5,8420
15762;71,5030;5,8320
15763;71,4330;5,8520
15764;71,4180;5,8380
15765;71,4310;5,8620
15766;71,4380;5,8470
15767;71,5520;5,8620
15768;71,4090;5,8190
15769;71,4680;5,8010
15770;71,5270;5,8160
15771;71,5320;5,7640
15772;71,5030;5,8130
15773;71,4410;5,7940
15774;71,4330;5,8220
15775;71,4690;5,8220
15776;71,4810;5,8400
15777;71,5760;5,7810
15778;71,4780;5,8500
15779;71,4730;5,8420
15780;71,4680;5,8390
15781;71,4930;5,7930
15782;71,4820;5,8380
15783;71,5060;5,8610
15784;71,4670;5,7920
15785;71,4170;5,8730
15786;71,4430;5,8910
15787;71,4540;5,8090
15788;71,3910;5,8160
15789;71,4730;5,7860
15790;71,5240;5,8400
15791;71,4730;5,8320
15792;71,4210;5,8370
15793;71,5050;5,8080
15794;71,5230;5,8160
15795;71,5000;5,8300
15796;71,4840;5,8460
15797;71,4650;5,8000
15798;71,4360;5,8010
15799;71,5110;5,8120
15800;71,4330;5,8280
15801;71,5070;5,8410
15802;71,5510;5,7970
15803;71,4740;5,7990
15804;71,4700;5,8560
15805;71,5310;5,7820
15806;71,5050;5,8130
15807;71,5620;5,7800
15808;71,5010;5,8350
15809;71,4370;5,8090
15810;71,5190;5,8360
15811;71,5240;5,8180
15812;71,5030;5,7790
15813;71,5240;5,7840
15814;71,5580;5,7890
15815;71,4820;5,7930
15816;71,5360;5,8350
15817;71,5110;5,8590
15818;71,5100;5,8130
15819;71,3810;5,9210
15820;71,4350;5,7890
15821;71,5100;5,7970
15822;71,5380;5,8430
15823;71,5320;5,8400
15824;71,5270;5,8090
15825;71,5060;5,8670
15826;71,4940;5,7860
15827;71,4140;5,8440
15828;71,3790;5,8180
15829;71,4440;5,7970
15830;71,2020;5,7650
15831;71,4220;5,8320
15832;71,5480;5,8090
15833;71,5940;5,8800
15834;71,5640;5,7850
15835;71,5220;5,8100
15836;71,5120;5,8630
15837;71,4560;5,8200
15838;71,4620;5,8550
15839;71,4140;5,7990
15840;71,5480;5,8500
15841;71,5230;5,8650
15842;71,4380;5,8200
15843;71,4820;5,8120
15844;71,5160;5,8600
15845;71,5600;5,8310
15846;71,5030;5,8870
15847;71,4380;5,9430
15848;71,4400;5,7840
15849;71,2610;5,8060
15850;71,3780;5,7880
15851;71,4160;5,8550
15852;71,4750;5,8920
15853;71,4640;5,8370
15854;71,3860;5,8380
15855;71,4250;5,8140
15856;71,5320;5,7870
15857;71,4950;5,8220
15858;71,5320;5,8390
15859;71,5520;5,8180
15860;71,4090;5,8110
15861;71,4010;5,8740
15862;71,4980;5,8120
15863;71,5420;5,8210
15864;71,4610;5,8230
15865;71,4510;5,8360
15866;71,4040;5,8400
15867;71,4450;5,8210
15868;71,4740;5,8230
15869;71,4160;5,8100
15870;71,4920;5,8190
15871;71,4640;5,8750
15872;71,4810;5,7960
15873;71,5030;5,9630
15874;71,4630;5,8310
15875;71,4660;5,8280
15876;71,4160;5,7980
15877;71,3940;5,8220
15878;71,4340;5,7790
15879;71,4990;5,8700
15880;71,5570;5,8300
15881;71,5540;5,8460
15882;71,4670;5,8250
15883;71,4920;5,8140
15884;71,4930;5,8560
15885;71,4380;5,8300
15886;71,3580;5,8140
15887;71,4390;5,8190
15888;71,5890;5,8270
15889;71,4420;5,8460
15890;71,5450;5,8580
15891;71,4330;5,8340
15892;71,4130;5,8270
15893;71,4070;5,8330
15894;71,3440;5,8020
15895;71,4770;5,7970
15896;71,4710;5,8020
15897;71,4850;5,8080
15898;71,5470;5,8060
15899;71,4690;5,8670
15900;71,3800;5,8060
15901;71,4720;5,8040
15902;71,5710;5,8250
15903;71,4920;5,8170
15904;71,5950;5,8270
15905;71,2650;5,8200
15906;71,4950;5,8090
15907;71,4440;5,8190
15908;71,4890;5,8780
15909;71,4950;5,8860
15910;71,3180;5,8350
15911;71,4520;5,8420
15912;71,5940;5,8030
15913;71,4630;5,8300
15914;71,3570;5,8410
15915;71,4530;5,8270
15916;71,4820;5,8480
15917;71,4410;5,8220
15918;71,3760;5,8090
15919;71,4660;5,7980
15920;71,5240;5,7930
15921;71,4650;5,7950
15922;71,4490;5,8070
15923;71,5760;5,8480
15924;71,4180;5,8320
15925;71,3530;5,8580
15926;71,4590;5,7960
15927;71,5830;5,7870
15928;71,4750;5,8090
15929;71,5740;5,8670
15930;71,4980;5,7890
15931;71,4380;5,8150
15932;71,3900;5,8770
15933;71,5060;5,8300
15934;71,4770;5,8020
15935;71,5130;5,8460
15936;71,4160;5,8300
15937;71,4970;5,7830
15938;71,4160;5,8490
15939;71,4830;5,8570
15940;71,3580;5,8090
15941;71,3560;5,8360
15942;70,7470;5,8010
15943;71,6040;5,7930
15944;71,5120;5,8270
15945;71,4710;5,8730
15946;71,4590;5,8430
15947;71,5870;5,8600
15948;71,4790;5,8300
15949;71,4400;5,8320
15950;71,5260;5,8270
15951;71,4730;5,8530
15952;71,5180;5,8420
15953;71,4740;5,8180
15954;71,4040;5,8080
15955;71,5050;5,8310
15956;71,4410;5,8310
15957;71,4090;5,9340
15958;71,4320;5,8100
15959;71,4450;5,8860
15960;71,5150;5,8420
15961;71,5400;5,8040
15962;71,4900;5,8150
15963;71,4540;5,7940
15964;71,4830;5,8130
15965;71,4610;5,8230
15966;71,4030;5,7970
15967;71,5290;5,8400
15968;71,4590;5,8230
15969;71,5250;5,7960
15970;71,5260;5,8350
15971;71,4910;5,8240
15972;71,5540;5,8410
15973;71,4640;5,8010
15974;71,5280;5,7990
15975;71,5680;5,8540
15976;71,5290;5,8050
15977;71,5120;5,8250
15978;71,4350;5,8450
15979;71,4190;5,8060
15980;71,3420;5,8490
15981;71,4320;5,8060
15982;71,4520;5,8170
15983;71,4630;5,8690
15984;71,4280;5,8030
15985;71,4650;5,8420
15986;71,5310;5,8430
15987;71,4000;5,8270
15988;71,5520;5,8490
15989;71,3830;5,8090
15990;71,4870;5,8300
15991;71,5770;5,8230
15992;71,4750;5,8290
15993;71,5490;5,8580
15994;71,4840;5,8660
15995;71,5260;5,8120
15996;71,5450;5,8100
15997;71,5090;5,8270
15998;71,4450;5,8170
15999;71,4010;5,7980
16000;71,5030;5,7730
16001;71,4950;5,8580
16002;71,4630;5,8220
16003;71,3910;5,8330
16004;71,4820;5,8400
16005;71,5200;5,8010
16006;71,4850;5,8280
16007;71,4610;5,8050
16008;71,5440;5,8050
16009;71,4790;5,8360
16010;71,3410;5,7610
16011;71,5090;5,8280
16012;71,5420;5,8420
16013;71,4950;5,8460
16014;71,4940;5,7760
16015;71,5140;5,8540
16016;71,5720;5,8810
16017;71,5150;5,8320
16018;71,4250;5,8060
16019;71,4000;5,8780
16020;71,3780;5,8060
16021;71,5070;5,8340
16022;71,4760;5,7970
16023;71,4310;5,8590
16024;71,4600;5,8010
16025;71,4420;5,8460
16026;71,2140;5,8240
16027;71,5270;5,8820
16028;71,3050;5,8280
16029;71,3680;5,8380
16030;71,4540;5,8000
16031;71,4570;5,8270
16032;71,4810;5,8410
16033;71,4490;5,8590
16034;71,5070;5,8080
16035;71,5320;5,8180
16036;71,4930;5,8010
16037;71,5520;5,8240
16038;71,5400;5,8200
16039;71,4450;5,8060
16040;71,5430;5,8720
16041;71,4040;5,7950
16042;71,4950;5,7870
16043;71,4460;5,8770
16044;71,5190;5,7990
16045;71,3910;5,8080
16046;71,5100;5,8200
16047;71,4550;5,7960
16048;71,5340;5,8090
16049;71,4460;5,8320
16050;71,4480;5,8570
16051;71,5350;5,8250
16052;71,4690;5,7910
16053;71,6040;5,7940
16054;71,4820;5,8300
16055;71,4790;5,7880
16056;71,5420;5,8290
16057;71,4420;5,8210
16058;71,3990;5,8440
16059;71,4050;5,8000
16060;71,4960;5,8080
16061;71,4960;5,8150
16062;71,5090;5,8260
16063;71,4680;5,8540
16064;71,4900;5,8010
16065;71,5210;5,8160
16066;71,5140;5,8250
16067;71,4430;5,8400
16068;71,4900;5,7970
16069;71,4350;5,8550
16070;71,6040;5,8350
16071;71,4010;5,7840
16072;71,4670;5,8510
16073;71,5750;5,8880
16074;71,4540;5,8460
16075;71,4930;5,8160
16076;71,5180;5,8950
16077;71,5560;5,8470
16078;71,5420;5,8090
16079;71,5330;5,8360
16080;71,4630;5,8070
16081;71,3810;5,8030
16082;71,4940;5,8380
16083;71,4090;5,8570
16084;71,5110;5,8190
16085;71,5560;5,8020
16086;71,3910;5,7780
16087;71,4590;5,9020
16088;71,5010;5,8360
16089;71,5310;5,8020
16090;71,4090;5,8450
16091;71,5190;5,8350
16092;71,4340;5,8470
16093;71,4270;5,8080
16094;71,4530;5,8020
16095;71,4740;5,8090
16096;71,4740;5,8740
16097;71,4870;5,7950
16098;71,5120;5,7960
16099;71,4820;5,8150
16100;71,5160;5,8120
16101;71,4870;5,8580
16102;71,4110;5,7930
16103;71,4510;5,8880
